,actual,temperature,precipitation,air_density,cloud_cover
2012/11/14 7:00,35066.21261,9.011,0.001,1.265,0.449
2012/11/14 8:00,34213.20419,10.675,0.001,1.261,0.295
2012/11/14 9:00,33794.84021,12.779,0,1.255,0.083
2012/11/14 10:00,33334.11198,14.756,0,1.249,0.002
2012/11/14 11:00,32760.09741,16.464,0,1.242,0
2012/11/14 12:00,32195.09837,17.868,0,1.235,0
2012/11/14 13:00,31934.3867,18.879,0,1.229,0
2012/11/14 14:00,31573.17614,19.344,0,1.225,0
2012/11/14 15:00,31277.26887,19.2,0,1.222,0
2012/11/14 16:00,31460.83348,18.118,0,1.222,0
2012/11/14 17:00,32846.28463,14.23,0,1.224,0
2012/11/14 18:00,34830.77779,12.453,0,1.228,0
2012/11/14 19:00,34727.79304,11.499,0,1.232,0
2012/11/14 20:00,34318.81293,10.512,0,1.237,0
2012/11/14 21:00,33150.53942,9.559,0,1.243,0
2012/11/14 22:00,31104.59035,8.797,0,1.248,0
2012/11/14 23:00,29091.83053,8.052,0,1.252,0
2012/11/15 0:00,27875.19608,7.433,0,1.256,0
2012/11/15 1:00,27343.39741,6.971,0,1.259,0
2012/11/15 2:00,27308.18424,6.527,0,1.261,0
2012/11/15 3:00,27637.86357,6.129,0,1.263,0
2012/11/15 4:00,28681.62803,5.831,0,1.265,0
2012/11/15 5:00,31305.26631,5.547,0,1.267,0
2012/11/15 6:00,35359.95597,5.278,0,1.27,0
2012/11/15 7:00,35838.59451,6.014,0,1.272,0.026
2012/11/15 8:00,34732.15389,8.575,0,1.268,0.083
2012/11/15 9:00,34079.43584,12.472,0,1.253,0.147
2012/11/15 10:00,33543.82836,15.968,0,1.239,0.494
2012/11/15 11:00,32835.90914,17.674,0,1.232,0.657
2012/11/15 12:00,32226.59409,19.073,0,1.225,0.751
2012/11/15 13:00,31947.86036,20.033,0,1.22,0.904
2012/11/15 14:00,31583.90522,20.469,0,1.216,0.931
2012/11/15 15:00,31474.16914,20.284,0,1.214,0.516
2012/11/15 16:00,31725.0139,19.007,0,1.215,0.141
2012/11/15 17:00,33190.81537,15.498,0,1.217,0.144
2012/11/15 18:00,34620.98528,14.06,0,1.22,0.029
2012/11/15 19:00,34495.23116,13.107,0,1.225,0.017
2012/11/15 20:00,34041.79967,12.208,0,1.231,0.099
2012/11/15 21:00,32700.81875,11.147,0,1.237,0.266
2012/11/15 22:00,30466.138,10.37,0,1.242,0.399
2012/11/15 23:00,28262.0666,9.888,0,1.248,0.312
2012/11/16 0:00,26896.04814,9.394,0,1.253,0.218
2012/11/16 1:00,26262.99676,8.666,0,1.257,0.132
2012/11/16 2:00,26114.25272,7.845,0,1.26,0.049
2012/11/16 3:00,26338.36647,7.138,0,1.263,0.017
2012/11/16 4:00,27301.54427,6.566,0,1.266,0.001
2012/11/16 5:00,29800.60605,6.228,0,1.269,0.001
2012/11/16 6:00,33710.48679,5.903,0,1.271,0.008
2012/11/16 7:00,34561.49079,6.397,0,1.273,0.005
2012/11/16 8:00,33889.64605,8.753,0,1.268,0
2012/11/16 9:00,33465.89313,12.76,0,1.253,0
2012/11/16 10:00,33072.16971,15.627,0,1.242,0
2012/11/16 11:00,32506.28172,17.487,0,1.235,0
2012/11/16 12:00,31918.35692,18.971,0,1.228,0
2012/11/16 13:00,31742.68957,19.977,0,1.222,0
2012/11/16 14:00,31492.04893,20.413,0,1.218,0
2012/11/16 15:00,31151.27494,20.181,0,1.216,0.039
2012/11/16 16:00,31050.85693,18.717,0,1.217,0.093
2012/11/16 17:00,32004.48752,14.191,0,1.219,0.32
2012/11/16 18:00,33289.65446,12.331,0,1.224,0.448
2012/11/16 19:00,32832.52168,11.506,0,1.231,0.525
2012/11/16 20:00,32387.91289,10.544,0,1.238,0.671
2012/11/16 21:00,31500.69103,9.688,0,1.244,0.841
2012/11/16 22:00,30270.11063,9.106,0,1.249,0.869
2012/11/16 23:00,28778.6983,8.463,0,1.253,0.626
2012/11/17 0:00,27634.77191,7.755,0,1.256,0.167
2012/11/17 1:00,27101.89129,7.3,0,1.258,0.047
2012/11/17 2:00,26950.07103,6.953,0,1.26,0.12
2012/11/17 3:00,27187.59883,6.536,0,1.262,0.282
2012/11/17 4:00,27761.18204,6.027,0,1.264,0.302
2012/11/17 5:00,29040.24404,5.638,0,1.266,0.341
2012/11/17 6:00,30789.48719,5.385,0,1.268,0.406
2012/11/17 7:00,32058.01112,6.378,0,1.27,0.463
2012/11/17 8:00,32742.2688,8.954,0,1.267,0.613
2012/11/17 9:00,32475.23512,12.339,0,1.255,0.522
2012/11/17 10:00,31766.29072,16.328,0,1.239,0.313
2012/11/17 11:00,30965.77931,18.665,0,1.231,0.106
2012/11/17 12:00,30154.4181,20.135,0,1.224,0.018
2012/11/17 13:00,29520.05228,21.053,0,1.219,0
2012/11/17 14:00,29062.71116,21.4,0,1.215,0
2012/11/17 15:00,28782.17709,21.06,0,1.213,0
2012/11/17 16:00,28792.27886,19.422,0,1.214,0
2012/11/17 17:00,30018.13597,15.727,0,1.216,0
2012/11/17 18:00,31568.23295,14.148,0,1.22,0
2012/11/17 19:00,31343.85721,13.259,0,1.223,0.035
2012/11/17 20:00,31065.02898,12.437,0,1.227,0.062
2012/11/17 21:00,30326.97961,11.673,0,1.23,0.005
2012/11/17 22:00,29229.94947,10.907,0,1.234,0
2012/11/17 23:00,27937.26467,10.365,0,1.236,0
2012/11/18 0:00,26839.15497,9.593,0,1.239,0
2012/11/18 1:00,26227.15164,8.763,0,1.242,0
2012/11/18 2:00,25953.37019,8.271,0,1.246,0
2012/11/18 3:00,25969.71815,7.747,0,1.249,0.001
2012/11/18 4:00,26278.87375,7.195,0,1.252,0.016
2012/11/18 5:00,27033.57424,6.811,0,1.255,0.038
2012/11/18 6:00,28075.25273,6.581,0,1.258,0.048
2012/11/18 7:00,28825.45565,7.59,0,1.26,0.064
2012/11/18 8:00,29739.3111,10.745,0,1.256,0.006
2012/11/18 9:00,29894.30113,14.254,0,1.243,0
2012/11/18 10:00,29683.22743,18.018,0,1.229,0
2012/11/18 11:00,29381.30903,20.639,0,1.219,0.033
2012/11/18 12:00,29255.14604,22.101,0,1.212,0.254
2012/11/18 13:00,29040.84348,22.856,0,1.207,0.424
2012/11/18 14:00,28798.29893,22.955,0,1.205,0.469
2012/11/18 15:00,28567.23837,22.383,0,1.204,0.295
2012/11/18 16:00,28981.05414,20.613,0,1.206,0.173
2012/11/18 17:00,30534.83052,16.212,0,1.21,0.164
2012/11/18 18:00,32137.93997,14.126,0,1.216,0.106
2012/11/18 19:00,31892.23849,13.159,0,1.222,0.091
2012/11/18 20:00,31152.86775,12.39,0,1.226,0.009
2012/11/18 21:00,30019.68397,11.844,0,1.229,0.067
2012/11/18 22:00,28276.86824,11.474,0,1.231,0.245
2012/11/18 23:00,26294.98932,11.06,0,1.232,0.067
2012/11/19 0:00,24773.35881,10.879,0,1.232,0.275
2012/11/19 1:00,24053.99511,10.943,0,1.233,0.405
2012/11/19 2:00,23725.03029,10.823,0,1.234,0.334
2012/11/19 3:00,23760.70325,10.812,0,1.234,0.238
2012/11/19 4:00,24465.46959,10.481,0,1.235,0.113
2012/11/19 5:00,26547.95653,10.049,0,1.237,0.047
2012/11/19 6:00,29582.20128,9.761,0,1.239,0.094
2012/11/19 7:00,30660.42777,10.747,0,1.241,0.095
2012/11/19 8:00,31107.79057,13.876,0,1.239,0.045
2012/11/19 9:00,31605.82159,17.239,0,1.227,0.05
2012/11/19 10:00,32042.41747,20.234,0,1.217,0.092
2012/11/19 11:00,32222.26789,22.197,0,1.21,0.616
2012/11/19 12:00,32321.16003,23.599,0,1.203,0.875
2012/11/19 13:00,32509.67255,24.559,0,1.197,0.81
2012/11/19 14:00,32570.80075,24.78,0,1.194,0.474
2012/11/19 15:00,32466.34267,24.242,0,1.193,0.06
2012/11/19 16:00,32334.55979,22.502,0,1.195,0
2012/11/19 17:00,33349.60917,18.521,0,1.2,0.042
2012/11/19 18:00,34657.93232,16.274,0,1.206,0.104
2012/11/19 19:00,34061.84067,15.134,0,1.212,0.065
2012/11/19 20:00,33070.09225,14.354,0,1.217,0.014
2012/11/19 21:00,31623.14431,13.802,0,1.22,0.079
2012/11/19 22:00,29342.0147,13.417,0,1.221,0.052
2012/11/19 23:00,26929.19424,13.128,0,1.222,0.001
2012/11/20 0:00,25227.39877,12.974,0,1.222,0.016
2012/11/20 1:00,24281.69264,12.944,0,1.222,0.02
2012/11/20 2:00,23806.59698,13.05,0,1.223,0.005
2012/11/20 3:00,23757.29442,13.312,0,1.223,0.025
2012/11/20 4:00,24373.40463,13.54,0,1.224,0.045
2012/11/20 5:00,26263.95551,13.65,0,1.225,0.013
2012/11/20 6:00,29231.46977,13.51,0,1.227,0.027
2012/11/20 7:00,30399.99329,13.736,0,1.228,0.033
2012/11/20 8:00,30916.26263,15.773,0,1.227,0.15
2012/11/20 9:00,31548.10238,19.493,0,1.214,0.187
2012/11/20 10:00,32370.96925,23.014,0,1.202,0.078
2012/11/20 11:00,33052.72715,24.69,0,1.195,0.027
2012/11/20 12:00,33626.02244,25.74,0,1.19,0.024
2012/11/20 13:00,34393.85809,26.36,0,1.186,0.017
2012/11/20 14:00,34935.09152,26.517,0,1.183,0.096
2012/11/20 15:00,35196.93505,26.068,0,1.182,0.278
2012/11/20 16:00,34916.55505,24.721,0,1.183,0.447
2012/11/20 17:00,35175.75153,22.236,0,1.186,0.563
2012/11/20 18:00,35911.65072,20.869,0,1.191,0.665
2012/11/20 19:00,34885.82985,19.687,0,1.195,0.666
2012/11/20 20:00,33803.39404,18.407,0,1.2,0.564
2012/11/20 21:00,32201.9775,17.287,0,1.205,0.383
2012/11/20 22:00,29943.3158,16.348,0,1.208,0.352
2012/11/20 23:00,27487.229,15.484,0,1.212,0.306
2012/11/21 0:00,25561.64635,14.708,0,1.214,0.313
2012/11/21 1:00,24445.89131,14.037,0,1.217,0.149
2012/11/21 2:00,23833.51987,13.461,0,1.22,0.006
2012/11/21 3:00,23707.79446,12.951,0,1.222,0.099
2012/11/21 4:00,24174.99251,12.573,0,1.223,0.112
2012/11/21 5:00,25750.48019,12.325,0,1.224,0.179
2012/11/21 6:00,28097.12232,12.14,0.007,1.225,0.146
2012/11/21 7:00,29329.58338,13.073,0.008,1.227,0.222
2012/11/21 8:00,30515.24852,16.561,0.006,1.225,0.397
2012/11/21 9:00,31683.45774,19.853,0.002,1.214,0.335
2012/11/21 10:00,32684.28854,24.043,0,1.198,0.212
2012/11/21 11:00,33563.67426,25.833,0,1.192,0.094
2012/11/21 12:00,34107.34035,26.982,0,1.187,0.036
2012/11/21 13:00,34693.37602,27.629,0,1.183,0.015
2012/11/21 14:00,34913.41273,27.717,0,1.181,0.011
2012/11/21 15:00,34729.69797,27.158,0,1.18,0.046
2012/11/21 16:00,34198.8835,25.573,0,1.181,0.179
2012/11/21 17:00,34488.66937,22.331,0,1.184,0.334
2012/11/21 18:00,35118.28552,20.424,0,1.189,0.429
2012/11/21 19:00,34123.97289,18.95,0,1.195,0.464
2012/11/21 20:00,33115.82915,17.566,0,1.201,0.482
2012/11/21 21:00,31802.96467,16.588,0,1.206,0.449
2012/11/21 22:00,29909.6792,15.759,0,1.21,0.434
2012/11/21 23:00,27697.98582,15.047,0,1.213,0.418
2012/11/22 0:00,25755.03622,14.419,0,1.215,0.564
2012/11/22 1:00,24472.06531,13.956,0,1.216,0.847
2012/11/22 2:00,23694.40362,13.672,0.002,1.217,0.938
2012/11/22 3:00,23295.24704,13.622,0.002,1.218,0.94
2012/11/22 4:00,23282.32048,13.524,0.003,1.218,0.941
2012/11/22 5:00,23927.04053,13.313,0.003,1.219,0.94
2012/11/22 6:00,24910.50024,13.187,0,1.22,0.94
2012/11/22 7:00,25706.29602,13.64,0,1.221,0.941
2012/11/22 8:00,27618.83915,16.935,0,1.22,0.944
2012/11/22 9:00,29548.64881,20.041,0,1.21,0.948
2012/11/22 10:00,31001.70937,22.364,0,1.203,0.936
2012/11/22 11:00,31727.35505,23.797,0,1.198,0.942
2012/11/22 12:00,31567.42266,24.771,0,1.193,0.908
2012/11/22 13:00,31102.72138,25.295,0,1.19,0.711
2012/11/22 14:00,30528.04212,25.298,0,1.187,0.532
2012/11/22 15:00,29867.60385,24.574,0,1.188,0.468
2012/11/22 16:00,29216.39073,23.076,0,1.19,0.508
2012/11/22 17:00,29349.68074,19.979,0,1.194,0.574
2012/11/22 18:00,29913.05554,18.953,0,1.2,0.443
2012/11/22 19:00,29294.21666,18.066,0,1.204,0.253
2012/11/22 20:00,28702.48288,17.193,0,1.207,0.104
2012/11/22 21:00,28005.47073,16.547,0,1.208,0.043
2012/11/22 22:00,26930.90765,16.133,0,1.209,0.091
2012/11/22 23:00,25508.69912,15.818,0,1.21,0.358
2012/11/23 0:00,24212.0917,15.576,0,1.21,0.652
2012/11/23 1:00,23441.17457,15.394,0,1.21,0.615
2012/11/23 2:00,23015.88869,15.241,0,1.21,0.588
2012/11/23 3:00,22905.13173,15.139,0,1.211,0.609
2012/11/23 4:00,23162.46375,15.13,0,1.211,0.576
2012/11/23 5:00,23943.14981,15.25,0,1.211,0.627
2012/11/23 6:00,25028.02123,15.464,0.001,1.212,0.756
2012/11/23 7:00,25565.79795,16.291,0.001,1.213,0.807
2012/11/23 8:00,26765.88997,18.626,0.001,1.213,0.887
2012/11/23 9:00,28147.67543,20.142,0.022,1.208,0.947
2012/11/23 10:00,29240.71928,21.878,0.161,1.202,0.96
2012/11/23 11:00,29829.37021,22.533,0.294,1.199,0.912
2012/11/23 12:00,29963.41925,22.868,0.364,1.196,0.933
2012/11/23 13:00,29795.53934,22.993,0.365,1.195,0.961
2012/11/23 14:00,29546.99729,22.841,0.336,1.194,0.964
2012/11/23 15:00,29249.81599,22.161,0.267,1.195,0.962
2012/11/23 16:00,29140.58689,20.951,0.193,1.199,0.962
2012/11/23 17:00,30525.97691,19.57,0.163,1.204,0.96
2012/11/23 18:00,31572.03974,18.818,0.161,1.209,0.949
2012/11/23 19:00,31048.75653,18.061,0.138,1.214,0.913
2012/11/23 20:00,30470.76778,17.171,0.064,1.219,0.869
2012/11/23 21:00,29648.06741,16.33,0.041,1.223,0.854
2012/11/23 22:00,28400.16065,15.443,0.007,1.227,0.904
2012/11/23 23:00,26849.39946,14.472,0.002,1.232,0.926
2012/11/24 0:00,25556.01694,13.497,0.001,1.238,0.926
2012/11/24 1:00,24781.59724,12.328,0,1.245,0.879
2012/11/24 2:00,24440.22687,11.126,0,1.251,0.578
2012/11/24 3:00,24384.92572,10.025,0,1.256,0.286
2012/11/24 4:00,24748.4745,9.194,0,1.26,0.541
2012/11/24 5:00,25689.16416,8.598,0,1.263,0.573
2012/11/24 6:00,27074.94788,7.931,0,1.266,0.272
2012/11/24 7:00,28127.17197,7.802,0,1.269,0.033
2012/11/24 8:00,29451.22964,9.436,0,1.267,0.002
2012/11/24 9:00,30149.34484,11.513,0,1.261,0
2012/11/24 10:00,30156.09636,13.59,0,1.253,0
2012/11/24 11:00,29696.28656,15.558,0,1.245,0
2012/11/24 12:00,29028.69964,17.124,0,1.237,0
2012/11/24 13:00,28352.12909,18.222,0,1.23,0
2012/11/24 14:00,27868.40417,18.777,0,1.225,0
2012/11/24 15:00,27680.64892,18.679,0,1.222,0
2012/11/24 16:00,27734.74784,17.608,0,1.222,0
2012/11/24 17:00,29262.22858,15.326,0,1.223,0
2012/11/24 18:00,31140.03484,14.412,0,1.225,0
2012/11/24 19:00,31258.61876,13.421,0,1.228,0
2012/11/24 20:00,31041.35951,12.049,0,1.23,0
2012/11/24 21:00,30468.51494,10.861,0,1.233,0
2012/11/24 22:00,29399.73637,9.859,0,1.235,0
2012/11/24 23:00,28002.41946,9.253,0,1.237,0
2012/11/25 0:00,26764.86495,8.954,0,1.238,0
2012/11/25 1:00,25998.91704,8.866,0,1.239,0
2012/11/25 2:00,25606.75425,8.906,0,1.239,0
2012/11/25 3:00,25504.52207,8.976,0,1.239,0
2012/11/25 4:00,25699.92433,9.064,0,1.239,0
2012/11/25 5:00,26349.08812,9.127,0,1.24,0
2012/11/25 6:00,27335.07875,8.993,0,1.241,0
2012/11/25 7:00,28005.3522,9.289,0,1.241,0
2012/11/25 8:00,28769.62508,12.548,0,1.239,0
2012/11/25 9:00,28950.05814,16.035,0,1.228,0
2012/11/25 10:00,28728.80825,19.364,0,1.215,0
2012/11/25 11:00,28484.78725,21.489,0,1.206,0
2012/11/25 12:00,28523.38854,23.018,0,1.198,0
2012/11/25 13:00,28582.86097,23.953,0,1.192,0
2012/11/25 14:00,28652.53559,24.278,0,1.187,0.006
2012/11/25 15:00,28819.11671,23.905,0,1.186,0.058
2012/11/25 16:00,29090.22688,22.575,0,1.186,0.145
2012/11/25 17:00,30854.05411,19.171,0,1.19,0.122
2012/11/25 18:00,32906.05354,18.281,0,1.196,0.072
2012/11/25 19:00,32818.32091,17.716,0,1.201,0.066
2012/11/25 20:00,31927.50036,17.173,0.001,1.203,0.102
2012/11/25 21:00,30598.67224,16.795,0.004,1.202,0.142
2012/11/25 22:00,28425.33725,16.766,0.006,1.201,0.222
2012/11/25 23:00,26165.26622,17.087,0.008,1.198,0.283
2012/11/26 0:00,24574.19276,17.503,0.011,1.196,0.299
2012/11/26 1:00,23687.24451,17.789,0.023,1.194,0.305
2012/11/26 2:00,23282.78475,17.948,0.035,1.193,0.245
2012/11/26 3:00,23289.98793,17.758,0.047,1.194,0.328
2012/11/26 4:00,23977.76516,17.364,0.037,1.195,0.459
2012/11/26 5:00,25988.50992,16.794,0.025,1.196,0.314
2012/11/26 6:00,29494.83405,16.228,0.043,1.198,0.073
2012/11/26 7:00,30580.14992,16.678,0.029,1.199,0.03
2012/11/26 8:00,30920.42835,19.819,0.02,1.198,0.029
2012/11/26 9:00,31860.14511,22.434,0.018,1.19,0.035
2012/11/26 10:00,33052.48273,25.045,0.044,1.181,0.11
2012/11/26 11:00,33999.96289,26.682,0.108,1.175,0.626
2012/11/26 12:00,34726.86661,27.407,0.167,1.171,0.92
2012/11/26 13:00,35487.45845,27.301,0.124,1.169,0.928
2012/11/26 14:00,35693.73473,26.573,0.111,1.169,0.945
2012/11/26 15:00,35483.33657,25.546,0.084,1.171,0.966
2012/11/26 16:00,35174.14008,24.061,0.076,1.175,0.973
2012/11/26 17:00,36403.16543,22.345,0.089,1.179,0.968
2012/11/26 18:00,37613.26707,21.512,0.126,1.183,0.956
2012/11/26 19:00,36881.38731,20.973,0.187,1.186,0.953
2012/11/26 20:00,35852.44017,20.612,0.271,1.188,0.961
2012/11/26 21:00,34072.13629,20.329,0.324,1.19,0.944
2012/11/26 22:00,31411.55724,19.856,0.334,1.194,0.941
2012/11/26 23:00,28519.94121,19.308,0.293,1.198,0.962
2012/11/27 0:00,26470.13183,18.033,0.234,1.206,0.971
2012/11/27 1:00,25376.98541,16.226,0.23,1.218,0.955
2012/11/27 2:00,24869.39556,14.439,0.255,1.228,0.949
2012/11/27 3:00,24839.55934,13.192,0.242,1.235,0.955
2012/11/27 4:00,25587.62842,12.435,0.189,1.239,0.959
2012/11/27 5:00,27939.40094,11.857,0.179,1.242,0.929
2012/11/27 6:00,32011.13042,11.422,0.169,1.245,0.749
2012/11/27 7:00,33540.83919,11.228,0.088,1.248,0.618
2012/11/27 8:00,33436.04811,11.833,0.041,1.248,0.625
2012/11/27 9:00,33689.90525,12.945,0.014,1.247,0.676
2012/11/27 10:00,33762.70006,14.4,0.007,1.242,0.525
2012/11/27 11:00,33491.99138,15.848,0.004,1.237,0.347
2012/11/27 12:00,33119.87408,17.034,0.003,1.232,0.244
2012/11/27 13:00,32750.06118,17.864,0.003,1.227,0.154
2012/11/27 14:00,32224.97555,18.242,0.004,1.224,0.111
2012/11/27 15:00,31870.07329,18.001,0.004,1.223,0.125
2012/11/27 16:00,32116.29821,17.061,0.003,1.224,0.16
2012/11/27 17:00,34154.79207,14.422,0.003,1.228,0.057
2012/11/27 18:00,36377.39495,12.695,0.002,1.233,0.015
2012/11/27 19:00,36576.09879,11.932,0.002,1.238,0.011
2012/11/27 20:00,36248.92238,11.282,0.001,1.243,0.019
2012/11/27 21:00,34909.84556,10.645,0,1.246,0.016
2012/11/27 22:00,32636.71169,9.965,0,1.249,0.004
2012/11/27 23:00,30283.71093,9.323,0,1.252,0
2012/11/28 0:00,28892.21053,8.72,0,1.255,0
2012/11/28 1:00,28313.6403,8.165,0,1.257,0.019
2012/11/28 2:00,28210.92486,7.744,0,1.259,0.07
2012/11/28 3:00,28544.64074,7.519,0,1.262,0.17
2012/11/28 4:00,29690.56682,7.472,0,1.265,0.294
2012/11/28 5:00,32486.71951,7.441,0,1.269,0.351
2012/11/28 6:00,36828.45864,6.889,0,1.272,0.227
2012/11/28 7:00,37562.82185,6.714,0,1.275,0.151
2012/11/28 8:00,36121.18288,8.72,0,1.272,0.013
2012/11/28 9:00,34885.73377,11.885,0,1.261,0
2012/11/28 10:00,33905.83114,14.994,0,1.249,0
2012/11/28 11:00,33053.62506,17.141,0,1.24,0
2012/11/28 12:00,32329.86193,18.72,0,1.231,0
2012/11/28 13:00,31928.5799,19.738,0,1.225,0
2012/11/28 14:00,31629.15316,20.138,0,1.22,0
2012/11/28 15:00,31425.29806,19.804,0,1.219,0
2012/11/28 16:00,31610.1607,17.978,0,1.22,0
2012/11/28 17:00,33240.30175,13.904,0,1.223,0
2012/11/28 18:00,35296.01075,12.031,0,1.227,0
2012/11/28 19:00,35179.62007,10.966,0,1.232,0
2012/11/28 20:00,34913.43737,10.165,0,1.237,0
2012/11/28 21:00,33674.47432,9.595,0,1.24,0
2012/11/28 22:00,31431.73738,9.107,0,1.242,0
2012/11/28 23:00,29021.81919,8.708,0,1.243,0
2012/11/29 0:00,27529.41367,8.409,0,1.244,0.017
2012/11/29 1:00,26890.39502,8.187,0,1.244,0.045
2012/11/29 2:00,26746.626,7.996,0,1.245,0.096
2012/11/29 3:00,27054.22576,7.8,0,1.247,0.085
2012/11/29 4:00,28054.46884,7.471,0,1.249,0.277
2012/11/29 5:00,30690.3941,7.454,0,1.252,0.598
2012/11/29 6:00,34805.77465,7.774,0,1.255,0.823
2012/11/29 7:00,35648.59882,8.556,0.002,1.257,0.891
2012/11/29 8:00,34559.83047,10.845,0.002,1.254,0.85
2012/11/29 9:00,33739.53682,13.807,0.001,1.244,0.835
2012/11/29 10:00,33133.63046,17.561,0.001,1.228,0.896
2012/11/29 11:00,32504.22697,19.659,0.001,1.218,0.919
2012/11/29 12:00,32077.59178,20.677,0.002,1.213,0.899
2012/11/29 13:00,31979.29179,21.373,0.002,1.208,0.752
2012/11/29 14:00,31750.03743,21.652,0.003,1.205,0.448
2012/11/29 15:00,31642.7749,21.265,0.004,1.204,0.265
2012/11/29 16:00,31781.85307,19.812,0.003,1.205,0.157
2012/11/29 17:00,33405.43157,15.996,0.002,1.209,0.083
2012/11/29 18:00,35129.51935,14.838,0.001,1.215,0.05
2012/11/29 19:00,34978.82071,14.566,0.001,1.22,0.023
2012/11/29 20:00,34423.35904,13.932,0.002,1.224,0.027
2012/11/29 21:00,32923.23149,13.497,0.002,1.225,0.028
2012/11/29 22:00,30408.3019,13.283,0.003,1.225,0.044
2012/11/29 23:00,27804.21731,13.28,0.004,1.224,0.076
2012/11/30 0:00,26020.79104,13.382,0.007,1.223,0.111
2012/11/30 1:00,25075.37361,13.579,0.011,1.221,0.173
2012/11/30 2:00,24670.54074,13.946,0.019,1.219,0.267
2012/11/30 3:00,24560.27913,14.444,0.035,1.217,0.324
2012/11/30 4:00,25096.04821,14.878,0.059,1.215,0.356
2012/11/30 5:00,27115.80416,15.293,0.103,1.213,0.409
2012/11/30 6:00,30692.51054,15.7,0.323,1.212,0.41
2012/11/30 7:00,31644.95955,16.447,0.313,1.211,0.359
2012/11/30 8:00,31643.58492,18.535,0.312,1.209,0.273
2012/11/30 9:00,32098.97796,20.305,0.474,1.204,0.202
2012/11/30 10:00,32507.45239,22.444,0.546,1.197,0.118
2012/11/30 11:00,32744.79703,24.099,0.613,1.191,0.113
2012/11/30 12:00,33028.34722,24.853,0.635,1.188,0.155
2012/11/30 13:00,33415.21779,25.103,0.633,1.185,0.259
2012/11/30 14:00,33639.79947,24.575,0.527,1.184,0.413
2012/11/30 15:00,33476.7317,23.747,0.282,1.186,0.351
2012/11/30 16:00,33275.98647,22.495,0.105,1.189,0.313
2012/11/30 17:00,34113.33224,20.551,0.038,1.194,0.259
2012/11/30 18:00,35141.13296,19.646,0.02,1.198,0.202
2012/11/30 19:00,34375.78756,19.043,0.011,1.202,0.169
2012/11/30 20:00,33608.39549,18.607,0.008,1.203,0.188
2012/11/30 21:00,32541.08279,18.43,0.007,1.203,0.213
2012/11/30 22:00,30687.77323,18.369,0.009,1.203,0.238
2012/11/30 23:00,28522.48833,18.35,0.009,1.202,0.249
2012/12/1 0:00,26688.31766,18.291,0.009,1.202,0.235
2012/12/1 1:00,25486.33757,18.259,0.008,1.202,0.246
2012/12/1 2:00,24726.29765,18.255,0.009,1.202,0.273
2012/12/1 3:00,24273.7335,18.207,0.021,1.201,0.286
2012/12/1 4:00,24285.04192,18.171,0.024,1.201,0.284
2012/12/1 5:00,24867.39221,18.07,0.022,1.201,0.246
2012/12/1 6:00,26038.93515,17.956,0.002,1.202,0.174
2012/12/1 7:00,27012.92546,18.27,0.001,1.203,0.126
2012/12/1 8:00,28751.29925,20.24,0.003,1.201,0.095
2012/12/1 9:00,30545.98018,22.425,0.008,1.195,0.046
2012/12/1 10:00,31919.69621,24.676,0.015,1.188,0.033
2012/12/1 11:00,32883.09513,26.028,0.017,1.184,0.03
2012/12/1 12:00,33614.47674,26.745,0.015,1.18,0.037
2012/12/1 13:00,34131.36531,27.015,0.012,1.178,0.042
2012/12/1 14:00,34502.4032,26.832,0.007,1.177,0.043
2012/12/1 15:00,34614.47266,26.162,0.003,1.177,0.134
2012/12/1 16:00,34353.63955,24.781,0.002,1.18,0.153
2012/12/1 17:00,34985.58624,22.29,0.001,1.185,0.074
2012/12/1 18:00,36039.49206,20.922,0,1.191,0.025
2012/12/1 19:00,35305.68129,20.006,0,1.196,0.01
2012/12/1 20:00,34491.61992,19.249,0,1.199,0.008
2012/12/1 21:00,33413.65202,18.716,0,1.2,0.009
2012/12/1 22:00,31551.84424,18.375,0,1.2,0.005
2012/12/1 23:00,29359.48748,18.073,0.001,1.2,0.001
2012/12/2 0:00,27376.72689,17.749,0.001,1.2,0
2012/12/2 1:00,25953.26779,17.444,0.002,1.2,0
2012/12/2 2:00,24978.67785,17.196,0.002,1.2,0
2012/12/2 3:00,24437.08158,16.923,0.002,1.201,0
2012/12/2 4:00,24207.00304,16.682,0.002,1.201,0.001
2012/12/2 5:00,24424.94986,16.529,0.002,1.202,0.004
2012/12/2 6:00,25060.09872,16.394,0.014,1.202,0
2012/12/2 7:00,25597.86229,16.984,0.014,1.203,0
2012/12/2 8:00,27379.33431,20.315,0.012,1.202,0.006
2012/12/2 9:00,29432.59363,22.912,0.007,1.194,0.001
2012/12/2 10:00,31203.07353,24.995,0.051,1.188,0.001
2012/12/2 11:00,32633.8459,26.414,0.065,1.183,0.004
2012/12/2 12:00,33928.19285,27.333,0.059,1.179,0.008
2012/12/2 13:00,34899.08235,27.688,0.064,1.176,0.016
2012/12/2 14:00,35578.83963,27.508,0.059,1.175,0.025
2012/12/2 15:00,35829.10213,26.76,0.017,1.175,0.047
2012/12/2 16:00,35538.40945,25.208,0.005,1.178,0.056
2012/12/2 17:00,36383.35929,22.073,0,1.184,0.006
2012/12/2 18:00,38200.01227,20.84,0,1.19,0.011
2012/12/2 19:00,37741.81213,20.066,0,1.195,0.017
2012/12/2 20:00,36471.28421,19.378,0.001,1.197,0.036
